Name;lineA;lineB;lineC;lineD;firstAngle;secondAngle;thirdAngle;fourthAngle;square;S_Dug1;S_Dug2;S_Dug3;S_Dug4;zolH;zolW;heightSeed;widthSeed
1-1-1b.jpg;162.0;815.0;174.0;116.0;82.64994246932034;120.90305115533985;45.74160788175269;110.70539849358711;151989;1027.1164790174007;5167.283520982601;3444.8556806550696;684.7443193449344;1.6666666666666667;6.030864197530864;290.0;977.0
1-1-1p.jpg;389.0;717.0;177.0;152.0;45.80899447636567;141.66695792663108;54.5214650802654;118.00258251673785;183326;262.8294876798027;484.4440685512018;416.019765083518;225.70667868548117;1.8587570621468927;2.8431876606683804;329.0;1106.0
1-1-2b.jpg;220.0;710.0;176.0;99.0;62.887553572044254;127.41793177386;43.28001351484119;126.41450113925455;146357;2798.135053763439;9030.344946236553;5079.569032258063;1573.9509677419355;1.5625;4.2272727272727275;275.0;930.0
1-1-2p.jpg;231.0;1006.0;92.0;155.0;55.577269829347784;153.05893179571711;64.5340574680576;86.8297409068775;154785;140.18965173022116;610.5228988770687;1028.5983622385393;236.18908715418002;2.6847826086956523;5.354978354978355;247.0;1237.0
1-1-3b.jpg;391.0;787.0;173.0;103.0;38.62523329924112;143.735058141834;43.16623799876169;134.47347056016318;148410;-2944.7449066213885;-5927.146397726436;-3528.879069166607;-1753.2296264855686;1.5953757225433527;3.0127877237851663;276.0;1178.0
1-1-3p.jpg;394.0;785.0;176.0;92.0;37.21355583547272;143.29270372264426;40.23425241971851;139.25948802216448;167121;2004.789791500516;3994.3146861114365;2087.9372222855236;1047.9583001025421;1.5227272727272727;2.9923857868020303;268.0;1179.0
1-1-4b.jpg;309.0;908.0;177.0;46.0;38.27203650502106;139.1646869421955;25.598713453778814;156.96456309900464;134109;-319.7248416491311;-939.5150686647685;-244.16775795807553;-83.09233172802305;1.2598870056497176;3.9385113268608416;223.0;1217.0
1-1-4p.jpg;375.0;884.0;86.0;155.0;35.373420158123544;161.52698075636533;66.53332893091245;96.56627015459867;150060;-175.32315049485987;-413.295106766549;-744.89234359088;-315.9893991477147;2.802325581395349;3.3573333333333335;241.0;1259.0
1-1-5b.jpg;352.0;716.0;127.0;107.0;36.747293101727706;150.10259949061373;50.172984627040705;122.97712278061786;136195;2010.420692083615;4089.378453215533;3445.3818464099313;1693.8190082909168;1.8425196850393701;3.034090909090909;234.0;1068.0
1-1-5p.jpg;362.0;822.0;100.0;161.0;39.41961926974225;157.62134810352438;65.09104476775039;97.86798785898299;156658;251.3888888888905;570.8333333333358;919.041666666657;404.73611111111313;2.61;3.270718232044199;261.0;1184.0
1-1-6b.jpg;276.0;817.0;174.0;67.0;45.87357553565734;135.7483447054541;33.08247117854701;145.2956085803416;147062;2799.529757453125;8287.01381101161;3190.9765824010246;1077.97984913425;1.3850574712643677;3.960144927536232;241.0;1093.0
1-1-6p.jpg;373.0;838.0;177.0;94.0;39.53040254500365;142.68766206133728;39.8981412068619;137.88379418679716;166168;417.9359179842795;938.955225927144;498.65418778052117;221.95466830803707;1.5310734463276836;3.246648793565684;271.0;1211.0
1-1-7b.jpg;478.0;640.0;127.0;86.0;25.07851037241273;153.89699386054158;45.32832158234549;135.6961741847002;125196;1562.4273476278067;2091.952934062334;1416.5980498374884;1058.021668472371;1.6771653543307086;2.3389121338912133;213.0;1118.0
1-1-7p.jpg;411.0;828.0;176.0;239.0;53.36012930826473;144.81802676831845;65.6322163936529;96.18962752976392;184732;-10179.739058899035;-20508.087447125057;-27849.05056740278;-13823.622926573124;2.3579545454545454;3.0145985401459856;415.0;1239.0
1-2-1b.jpg;440.0;811.0;139.0;102.0;30.583465582191245;152.7425821168141;45.99732122952365;130.67663107147104;145320;-1100.60857538036;-2028.6217150760713;-1488.6288844443116;-807.6408250992572;1.7338129496402879;2.8431818181818183;241.0;1251.0
1-2-1p.jpg;276.0;1034.0;177.0;100.0;52.588635282492184;137.6140346920098;39.17895740407377;130.61837262142421;182924;200.45919475294068;750.9956788932759;424.291344007499;113.25378234629352;1.5649717514124293;4.746376811594203;277.0;1310.0
